Record,Image Frame ID,Label,Score,x1,y1,x2,y2,GT Label,Threshold,GTx1,GTx2,GTy1,GTy2
26,27,alien,0.995432376861572,993.389587402343,202.199905395507,1059.06018066406,255.577407836914,alien,0.5,1007,1053,202.199905395507,251
27,28,alien,0.989907145500183,987.749267578125,196.522628784179,1058.52807617187,261.822265625,alien,0.5,1005,1051,199,255
28,29,alien,0.981267869472503,979.137451171875,203.163818359375,1053.35852050781,265.053649902343,alien,0.5,997,1053.35852050781,205,257
29,30,alien,0.992758631706237,996.456481933593,179.56101989746,1060.99230957031,232.745864868164,alien,0.5,999,1060,203,232.745864868164
30,31,alien,0.989777982234954,1003.90863037109,184.459060668945,1073.16577148437,235.367416381835,alien,0.5,1008,1073,188,234
31,32,alien,0.515937328338623,1015.76690673828,181.262741088867,1085.74523925781,224.926132202148,alien,0.5,1017,1085.74523925781,181.262741088867,213
32,33,baseball,0.866747260093689,1014.43994140625,158.470184326171,1112.552734375,217.568695068359,baseball,0.5,1025,1091,158.470184326171,193
33,34,baseball,0.977575898170471,1026.26110839843,114.591613769531,1091.81652832031,168.701232910156,baseball,0.5,1031,1090,135,168.701232910156
34,35,baseball,0.814129889011383,1028.76440429687,124.488708496093,1101.87939453125,178.164276123046,NA,0.5,0,0,0,0
35,37,gun,0.762892842292785,1017.67956542968,83.3205413818359,1083.33337402343,158.703292846679,gun,0.5,1029,1079,84,143
36,38,gun,0.992782831192016,1019.70654296875,66.6818695068359,1073.13500976562,139.80549621582,gun,0.5,1025,1073.13500976562,68,134
37,39,gun,0.992435276508331,1017.67218017578,53.5547714233398,1067.38391113281,127.5796585083,gun,0.5,1022,1065,57,123
38,40,gun,0.990477204322814,1008.23382568359,45.9056167602539,1055.58251953125,115.543846130371,gun,0.5,1015,1055.58251953125,47,115.543846130371
39,41,gun,0.998260080814361,1002.84259033203,37.9351959228515,1054.68908691406,114.198852539062,gun,0.5,1009,1049,37.9351959228515,109
40,42,gun,0.996598064899444,1000.14166259765,29.0155639648437,1041.53833007812,107.836593627929,gun,0.5,1004,1041.53833007812,31,99
41,43,gun,0.997887909412384,991.87646484375,32.8401184082031,1041.634765625,101.925354003906,gun,0.5,999,1040,32.8401184082031,93
42,44,gun,0.99689507484436,980.212463378906,10.8965454101562,1032.61596679687,97.6461715698242,gun,0.5,995,1032.61596679687,22,90
43,45,gun,0.996528089046478,987.775390625,8.69590377807617,1044.76391601562,107.373901367187,gun,0.5,991,1033,21,86
44,46,gun,0.997438669204711,976.318481445312,13.0141334533691,1024.98986816406,77.7897644042968,gun,0.5,987,1024.98986816406,19,77.7897644042968
45,47,gun,0.981907308101654,972.408020019531,16.6892471313476,1023.82037353515,81.1572799682617,gun,0.5,982,1023.82037353515,17,81.1572799682617
46,48,gun,0.936158776283264,967.344604492187,15.4428768157958,1016.05749511718,78.8543090820312,horse,0.5,979,1016.05749511718,19,78.8543090820312
47,49,gun,0.506255090236663,965.408935546875,11.927541732788,1007.11840820312,74.0946655273437,horse,0.5,975,1007.11840820312,17,74.0946655273437
48,61,horse,0.139818087220191,890.204772949218,3.0888500213623,950.131530761718,56.8378982543945,NA,0.5,0,0,0,0
49,62,horse,0.99711275100708,877.710754394531,0.377574920654296,935.733215332031,88.3714447021484,horse,0.5,895,934,11,81
50,63,horse,0.997080862522125,877.223510742187,13.6969413757324,922.804077148437,75.4762725830078,horse,0.5,883,922.804077148437,13.6969413757324,75.4762725830078
51,64,horse,0.998421907424926,854.190551757812,0,906.25341796875,88.0429229736328,horse,0.5,873,906.25341796875,10,81
52,65,horse,0.999215483665466,860.158813476562,11.6271781921386,907.318237304687,91.6547393798828,horse,0.5,866,905,14,83
53,66,horse,0.99864250421524,847.376953125,8.24117660522461,903.196899414062,104.09764099121,horse,0.5,854,895,21,92
54,67,horse,0.997642219066619,830.246337890625,33.6143722534179,881.745361328125,107.76927947998,horse,0.5,839,881.745361328125,33.6143722534179,103
55,68,horse,0.984643101692199,810.200500488281,38.0190277099609,867.512512207031,107.471588134765,horse,0.5,822,867.512512207031,44,107.471588134765
56,69,computer,0.903538525104522,787.791870117187,57.1202011108398,855.235595703125,125.565711975097,horse,0.5,804,855.235595703125,57.1202011108398,120
57,70,computer,0.466388404369354,787.439270019531,66.5313491821289,847.361755371093,127.677879333496,computer,0.5,789,847.361755371093,73,127.677879333496
58,71,computer,0.980485558509826,776.64404296875,89.7435073852539,845.172729492187,149.848312377929,computer,0.5,782,834,94,144
59,72,computer,0.933100521564483,754.241088867187,118.244842529296,831.566772460937,163.777404785156,NA,0.5,0,0,0,0
60,73,computer,0.985782265663147,751.910400390625,119.423027038574,835.9462890625,166.316223144531,NA,0.5,0,0,0,0
61,74,computer,0.570457458496093,738.940307617187,123.598747253417,840.479614257812,182.260162353515,computer,0.5,757,819,142,180
62,75,computer,0.55937772989273,736.842651367187,138.532577514648,830.817749023437,195.357345581054,NA,0.5,0,0,0,0
63,76,computer,0.802552878856658,724.422607421875,142.507919311523,812.543212890625,189.465377807617,NA,0.5,0,0,0,0
64,77,tiger,0.796919047832489,750.985656738281,190.245056152343,814.827819824218,226.622314453125,computer,0.5,751,814.827819824218,190.245056152343,213
65,78,tiger,0.993361711502075,748.829040527343,183.425521850585,817.189270019531,227.939559936523,tiger,0.5,754,817.189270019531,187,227
66,79,tiger,0.998474180698394,758.970336914062,196.435623168945,827.041381835937,242.526290893554,tiger,0.5,760,827.041381835937,199,242.526290893554
67,80,tiger,0.996723473072052,757.224609375,216.433944702148,830.333862304687,269.152160644531,tiger,0.5,771,830.333862304687,216.433944702148,259
68,81,tiger,0.997622668743133,779.605041503906,211.884475708007,848.738586425781,269.108917236328,tiger,0.5,783,844,222,269.108917236328
69,82,tiger,0.997310876846313,786.01318359375,230.968078613281,855.130615234375,292.740234375,tiger,0.5,795,854,231,286
70,83,tiger,0.986018538475036,803.96728515625,247.115310668945,875.403930664062,301.429992675781,tiger,0.5,809,864,247.115310668945,294
71,84,boat,0.821361660957336,807.575805664062,219.87026977539,878.876831054687,306.021331787109,NA,0.5,0,0,0,0
72,85,tiger,0.955517411231994,834.079284667968,260.182189941406,895.132751464843,314.181457519531,NA,0.5,0,0,0,0
73,86,tiger,0.462734341621398,812.575439453125,244.610870361328,884.141235351562,312.573089599609,NA,0.5,0,0,0,0
74,88,tiger,0.984276890754699,878.782104492187,244.701354980468,935.766845703125,311.687683105468,NA,0.5,0,0,0,0
75,89,tiger,0.99623954296112,886.307983398437,248.766387939453,943.43359375,307.084869384765,NA,0.5,0,0,0,0
76,90,tiger,0.988099753856658,914.156005859375,247.565521240234,966.023193359375,317.295806884765,NA,0.5,0,0,0,0
77,91,tiger,0.617694675922393,913.063415527343,234.740188598632,961.880432128906,312.521850585937,NA,0.5,0,0,0,0
78,92,alien,0.931931376457214,908.3359375,250.930770874023,957.594848632812,303.420501708984,NA,0.5,0,0,0,0
79,93,alien,0.939616739749908,930.522827148437,246.499557495117,975.265502929687,301.93423461914,tiger,0.5,939,974,246.499557495117,301.93423461914
80,94,alien,0.706474483013153,931.609741210937,229.881149291992,986.383178710937,313.741790771484,tiger,0.5,943,980,254,309
81,95,alien,0.796619355678558,930.875427246093,233.075210571289,976.341491699218,299.768096923828,NA,0.5,0,0,0,0
82,96,alien,0.863428711891174,945.581909179687,236.669174194335,993.023071289062,300.224517822265,tiger,0.5,950,993.023071289062,253,300.224517822265
83,97,alien,0.979325234889984,954.087768554687,252.111328125,1001.490234375,313.497680664062,alien,0.5,965,1001.490234375,255,313
84,98,alien,0.996672868728637,972.113098144531,234.333343505859,1023.8286743164,299.14566040039,alien,0.5,975,1021,252,299.14566040039
85,99,alien,0.997523725032806,986.623718261718,235.681015014648,1035.89111328125,296.703063964843,alien,0.5,986.623718261718,1034,245,296.703063964843
86,100,alien,0.997710585594177,990.850280761718,233.716522216796,1043.59802246093,296.189727783203,alien,0.5,992,1043.59802246093,237,293
87,101,alien,0.997845411300659,996.657775878906,225.886154174804,1058.81262207031,288.455780029296,alien,0.5,998,1056,230,281
88,102,alien,0.997604310512542,1004.67755126953,224.782318115234,1070.75109863281,277.295715332031,alien,0.5,1005,1068,224.782318115234,271
89,103,alien,0.987354338169097,1008.69458007812,208.195617675781,1082.0224609375,267.110961914062,alien,0.5,1012,1078,208.195617675781,255
90,104,alien,0.982272148132324,1025.15209960937,200.173828125,1080.40380859375,240.253295898437,alien,0.5,1025.15209960937,1080.40380859375,200.173828125,240
91,105,baseball,0.272403925657272,1007.17492675781,172.022674560546,1091.64270019531,224.357452392578,NA,0.5,0,0,0,0
92,108,baseball,0.984005093574523,1029.60278320312,144.75161743164,1108.72534179687,195.210052490234,baseball,0.5,1038,1106,151,194
93,110,baseball,0.883465945720672,1052.43896484375,122.805366516113,1117.16967773437,170.265563964843,NA,0.5,0,0,0,0
94,111,baseball,0.908701300621032,1042.43518066406,133.70979309082,1122.94128417968,182.756698608398,NA,0.5,0,0,0,0
95,112,baseball,0.480266749858856,1034.78576660156,134.195846557617,1104.82897949218,190.631301879882,NA,0.5,0,0,0,0
96,115,gun,0.864123463630676,1007.76116943359,87.7378692626953,1082.3427734375,163.762130737304,gun,0.5,1035,1082.3427734375,87.7378692626953,143
97,116,gun,0.912597298622131,1013.87084960937,64.970230102539,1077.67504882812,140.669158935546,gun,0.5,1028,1077.67504882812,67,134
98,117,gun,0.979843080043792,1007.20196533203,52.4093208312988,1063.84204101562,134.746887207031,gun,0.5,1028,1063.84204101562,59,125
99,118,gun,0.990583062171936,1002.82452392578,55.7217178344726,1056.55871582031,131.667541503906,gun,0.5,1021,1056.55871582031,55.7217178344726,119
100,119,gun,0.998106718063354,1006.37237548828,34.5227813720703,1058.00695800781,108.59373474121,gun,0.5,1012,1052,43,108.59373474121
101,120,gun,0.993672370910644,1002.32421875,30.2801132202148,1050.19848632812,109.381813049316,gun,0.5,1004,1045,36,105
102,121,gun,0.995802819728851,989.62646484375,34.9407119750976,1042.87939453125,131.59097290039,gun,0.5,1000,1038,34.9407119750976,98
103,122,gun,0.993979811668396,971.658569335937,15.3401107788085,1022.5537109375,102.570808410644,gun,0.5,991,1022.5537109375,23,93
104,123,gun,0.999015927314758,972.000183105468,7.9439353942871,1024.52978515625,105.398284912109,gun,0.5,981,1020,22,92
105,124,gun,0.99723994731903,957.825500488281,7.2667121887207,1005.74188232421,91.5641174316406,gun,0.5,973,1005.74188232421,21,90
106,125,gun,0.798966467380523,955.48486328125,28.5208282470703,998.611083984375,98.4217376708984,NA,0.5,0,0,0,0
107,132,horse,0.992672622203826,884.13037109375,6.16358184814453,937.920166015625,94.0663833618164,horse,0.5,900,936,19,89
108,133,horse,0.996028542518615,891.997680664062,11.6369895935058,934.353149414062,83.2699432373046,horse,0.5,891.997680664062,927,19,83.2699432373046
109,134,horse,0.99739921092987,868.244018554687,33.3330345153808,912.651245117187,102.328964233398,horse,0.5,877,912.651245117187,33.3330345153808,92
110,135,horse,0.998156011104583,859.502014160156,35.8156051635742,905.850158691406,98.3556442260742,horse,0.5,869,905.850158691406,35.8156051635742,93
111,136,horse,0.997614502906799,858.433288574218,23.284366607666,903.267761230468,99.691421508789,horse,0.5,860,900,26,97
112,137,horse,0.996682941913604,843.673950195312,27.1038742065429,891.445434570312,100.55670928955,horse,0.5,850,890,30,100.55670928955
113,138,horse,0.997273385524749,831.542663574218,34.0501594543457,880.298034667968,107.583374023437,horse,0.5,838,879,37,106
114,139,horse,0.997475326061248,822.799011230468,36.4951362609863,874.386901855468,108.60823059082,horse,0.5,825,870,43,108.60823059082
115,140,horse,0.995213985443115,809.111633300781,50.9814186096191,864.423767089843,124.0859375,horse,0.5,811,862,53,120
116,141,computer,0.586623847484588,793.315856933593,65.0740814208984,857.134338378906,133.420181274414,horse,0.5,800,853,65.0740814208984,129
117,142,computer,0.815004646778106,779.994384765625,75.0973968505859,845.06787109375,141.575653076171,computer,0.5,790,845.06787109375,75.0973968505859,138
118,143,computer,0.977461755275726,784.208801269531,99.2339782714843,845.087341308593,155.532638549804,computer,0.5,784.208801269531,842,99.2339782714843,147
119,144,computer,0.90789258480072,770.289978027343,114.074951171875,843.528381347656,161.08999633789,computer,0.5,780,838,114.074951171875,157
120,145,lemon,0.548767149448394,745.725158691406,113.296516418457,846.971252441406,167.7138671875,NA,0.5,0,0,0,0
121,146,lemon,0.128268033266067,792.834655761718,245.419326782226,895.309143066406,292.061553955078,NA,0.5,0,0,0,0
122,147,computer,0.792792022228241,768.657470703125,161.998718261718,844.92431640625,198.650451660156,computer,0.5,770,841,165,198.650451660156
123,148,tiger,0.981514871120452,776.044555664062,180.429244995117,844.97705078125,215.579544067382,tiger,0.5,779,844.97705078125,184,215.579544067382
124,149,tiger,0.997924208641052,790.142456054687,194.061798095703,862.543823242187,248.007568359375,tiger,0.5,793,857,199,245
125,150,tiger,0.996842265129089,801.264892578125,227.540939331054,876.340698242187,282.252380371093,tiger,0.5,811,870,227.540939331054,265
126,151,boat,0.462516337633132,803.782409667968,204.020141601562,900.036071777343,287.081329345703,NA,0.5,0,0,0,0
127,152,tiger,0.321233451366424,809.07177734375,252.832733154296,894.332885742187,310.40396118164,NA,0.5,0,0,0,0
128,155,alien,0.98611843585968,937.632080078125,232.095504760742,979.989013671875,294.109802246093,NA,0.5,0,0,0,0
129,156,alien,0.992971956729888,959.856140136718,240.602493286132,1011.85577392578,303.190551757812,NA,0.5,0,0,0,0
130,157,alien,0.995441675186157,981.306030273437,216.397003173828,1045.38134765625,284.725372314453,alien,0.5,1004,1045.38134765625,223,279
131,158,alien,0.993489027023315,1001.27758789062,209.441314697265,1069.83129882812,265.469207763671,alien,0.5,1026,1069.83129882812,214,265.469207763671
132,159,alien,0.985265791416168,1015.3941040039,203.935302734375,1084.22827148437,258.235290527343,NA,0.5,0,0,0,0
133,160,alien,0.90517371892929,1039.63903808593,192.597885131835,1106.51062011718,236.030227661132,alien,0.5,1039.63903808593,1102,202,236.030227661132
134,162,baseball,0.831304550170898,1035.82177734375,161.949768066406,1118.2783203125,203.393127441406,NA,0.5,0,0,0,0
135,163,baseball,0.987130939960479,1032.82080078125,164.330154418945,1120.06567382812,213.036849975585,baseball,0.5,1040,1102,164.330154418945,193
136,164,baseball,0.983789086341857,1029.63818359375,147.094009399414,1102.62329101562,196.484481811523,baseball,0.5,1031,1098,154,184
137,165,baseball,0.989238858222961,1003.95776367187,152.121765136718,1086.11669921875,198.958770751953,baseball,0.5,1011,1075,154,187
138,166,baseball,0.995024144649505,985.46044921875,147.424560546875,1040.50134277343,192.551818847656,baseball,0.5,985.46044921875,1040.50134277343,155,192.551818847656
139,167,baseball,0.873721957206726,938.647644042968,143.480834960937,978.485046386718,189.269866943359,NA,0.5,0,0,0,0
140,169,computer,0.988481283187866,797.230651855468,134.546966552734,856.933532714843,188.577056884765,computer,0.5,805,856.933532714843,134.546966552734,184
141,170,computer,0.983806133270263,771.528259277343,122.52439880371,840.471740722656,179.474166870117,computer,0.5,773,833,126,179.474166870117
142,171,computer,0.986049115657806,755.243408203125,134.172714233398,830.098876953125,186.41584777832,computer,0.5,762,822,134.172714233398,186.41584777832
143,172,computer,0.947827517986297,750.278991699218,141.633697509765,830.930725097656,203.402404785156,computer,0.5,756,817,141.633697509765,199
144,173,computer,0.995590209960937,744.011657714843,158.673110961914,813.143371582031,215.767501831054,computer,0.5,753,813.143371582031,158.673110961914,212
145,174,computer,0.949257254600524,749.0556640625,166.018905639648,823.276977539062,218.897903442382,computer,0.5,752,812,167,218.897903442382
146,175,computer,0.9197638630867,749.630554199218,169.275665283203,818.549621582031,229.087738037109,computer,0.5,750,815,173,229
147,176,lemon,0.801366984844207,732.40478515625,145.694015502929,852.438232421875,208.565811157226,computer,0.5,750,813,172,208.565811157226
148,177,computer,0.957051515579223,737.612731933593,162.097625732421,821.426330566406,227.281707763671,computer,0.5,745,810,163,225
149,178,computer,0.976094424724578,725.706115722656,154.668884277343,799.848205566406,229.131164550781,computer,0.5,735,798,162,229.131164550781
150,179,computer,0.947098195552825,715.200439453125,174.119659423828,778.604858398437,255.319763183593,computer,0.5,719,778.604858398437,174.119659423828,243
151,180,computer,0.996450066566467,695.910095214843,187.37825012207,764.374572753906,266.178070068359,computer,0.5,699,761,192,261
152,181,computer,0.997528731822967,685.817016601562,203.952316284179,761.672729492187,272.498565673828,computer,0.5,685.817016601562,750,215,272.498565673828
153,182,computer,0.998228967189788,670.411254882812,222.752212524414,749.106689453125,288.793182373046,computer,0.5,675,745,227,288.793182373046
154,183,computer,0.998851060867309,665.47021484375,215.598937988281,743.388793945312,283.785766601562,computer,0.5,670,741,224,283.785766601562
155,184,computer,0.999074459075927,662.313354492187,219.607391357421,741.151000976562,291.358520507812,computer,0.5,665,736,219.607391357421,286
156,185,computer,0.998954534530639,652.186645507812,216.339981079101,745.884765625,288.963409423828,computer,0.5,663,733,220,288.963409423828
157,186,computer,0.999009847640991,657.493835449218,221.342010498046,734.005798339843,291.067291259765,computer,0.5,664,734.005798339843,223,291.067291259765
158,187,computer,0.999009728431701,662.616455078125,222.175323486328,741.720703125,295.728424072265,computer,0.5,669,739,231,295.728424072265
159,188,computer,0.998274564743042,660.777221679687,240.067626953125,738.66748046875,309.954895019531,computer,0.5,671,738.66748046875,240.067626953125,306
160,189,computer,0.998303413391113,657.867736816406,241.218963623046,737.974182128906,312.16421508789,computer,0.5,665,737.974182128906,241.218963623046,306
161,190,computer,0.998324215412139,646.945922851562,231.947204589843,727.5732421875,303.723449707031,computer,0.5,652,725,235,303.723449707031
162,191,computer,0.998645961284637,623.438049316406,240.363021850585,702.478820800781,304.756195068359,computer,0.5,627,702,242,304.756195068359
163,192,computer,0.99751591682434,585.701171875,251.775314331054,678.532836914062,307.996887207031,computer,0.5,593,671,263,307.996887207031
164,193,computer,0.99890124797821,569.348754882812,291.487365722656,655.814086914062,351.105163574218,computer,0.5,569.348754882812,647,291.487365722656,338
165,194,computer,0.998960375785827,541.173583984375,294.866882324218,637.067016601562,357.297546386718,computer,0.5,551,637.067016601562,303,357.297546386718
166,195,computer,0.998346924781799,535.907653808593,297.764831542968,648.865051269531,361.783325195312,computer,0.5,548,640,322,361.783325195312
167,196,tiger,0.879368185997009,545.094116210937,335.414337158203,651.15234375,392.963348388671,tiger,0.5,554,645,341,392
168,197,tiger,0.993052005767822,569.445678710937,349.645477294921,660.99267578125,409.324676513671,tiger,0.5,569.445678710937,656,354,409.324676513671
169,198,tiger,0.998377680778503,574.322265625,375.46206665039,670.069946289062,438.988739013671,tiger,0.5,577,669,375.46206665039,427
170,199,tiger,0.999048888683319,584.171691894531,382.598541259765,687.517639160156,451.602264404296,tiger,0.5,591,677,382.598541259765,443
171,200,tiger,0.998971223831176,602.196899414062,410.561218261718,697.72802734375,474.109191894531,tiger,0.5,604,689,410.561218261718,460
172,201,tiger,0.99828690290451,611.1318359375,401.36587524414,702.59033203125,472.395294189453,tiger,0.5,616,700,403,472.395294189453
173,202,tiger,0.999383568763732,623.7880859375,402.422546386718,715.825561523437,482.334838867187,tiger,0.5,627,708,411,482
174,203,tiger,0.999286592006683,633.219421386718,415.745544433593,722.910217285156,495.319580078125,tiger,0.5,636,719,417,488
175,204,tiger,0.999259531497955,639.348510742187,417.551971435546,722.2890625,499.890533447265,tiger,0.5,645,722.2890625,422,497
176,205,tiger,0.99902319908142,651.123107910156,429.855529785156,733.717956542968,510.197937011718,tiger,0.5,657,731,429.855529785156,503
177,206,tiger,0.999161005020141,671.361022949218,427.402282714843,748.808044433593,515.81298828125,tiger,0.5,671.361022949218,740,434,511
178,207,tiger,0.999199569225311,668.692687988281,441.673889160156,747.595397949218,522.242431640625,tiger,0.5,676,746,441.673889160156,516
179,208,tiger,0.99856960773468,686.62548828125,448.32534790039,756.653076171875,529.870849609375,tiger,0.5,686.62548828125,755,448.32534790039,522
180,209,tiger,0.995904028415679,685.326904296875,432.302703857421,756.914184570312,518.707153320312,tiger,0.5,691,756.914184570312,449,518.707153320312
181,210,tiger,0.994166374206543,700.943054199218,448.329345703125,762.339782714843,532.462097167968,tiger,0.5,700.943054199218,762,455,532.462097167968
182,211,tiger,0.980707049369812,705.403381347656,447.501953125,768.797912597656,536.743774414062,tiger,0.5,707,768,459,536.743774414062
183,212,tiger,0.955413103103637,716.971801757812,464.188720703125,779.079345703125,553.439392089843,tiger,0.5,716.971801757812,773,464.188720703125,543
184,213,tiger,0.571180701255798,722.69287109375,467.048187255859,778.828979492187,550.88671875,alien,0.5,722.69287109375,778.828979492187,467.048187255859,546
185,217,lemon,0.125144079327583,210.906173706054,170.639541625976,356.838256835937,224.741744995117,NA,0.5,0,0,0,0
186,218,tiger,0.523727595806121,756.999206542968,480.191864013671,817.617492675781,560.972717285156,NA,0.5,0,0,0,0
187,219,tiger,0.981732189655304,769.364868164062,460.624694824218,825.762084960937,564.012878417968,NA,0.5,0,0,0,0
188,224,moon,0.148310974240303,779.3828125,408.943176269531,864.128173828125,568.059509277343,tiger,0.5,790,858,467,557
189,226,alien,0.276289612054824,827.821960449218,463.21630859375,903.403625488281,552.438720703125,alien,0.5,841,898,466,550
190,227,alien,0.987625539302825,852.64892578125,445.857635498046,916.704711914062,552.157775878906,alien,0.5,854,916.704711914062,460,541
191,228,alien,0.996060073375701,851.116577148437,465.988861083984,936.313354492187,538.324401855468,alien,0.5,869,936.313354492187,465.988861083984,530
192,229,alien,0.998382329940795,877.038818359375,433.37075805664,960.822875976562,523.266052246093,alien,0.5,877.038818359375,955,440,516
193,230,alien,0.998791396617889,890.510375976562,416.726013183593,975.7431640625,497.195373535156,alien,0.5,890.510375976562,975.7431640625,424,495
194,231,alien,0.998095333576202,905.706787109375,404.885375976562,1005.93859863281,475.767028808593,alien,0.5,905.706787109375,995,405,467
195,232,alien,0.95039939880371,905.1826171875,376.975006103515,1010.42309570312,435.091094970703,baseball,0.5,919,1010.42309570312,384,435.091094970703
196,233,baseball,0.99895042181015,927.034301757812,353.952178955078,1031.15856933593,412.951568603515,baseball,0.5,931,1024,361,412.951568603515
197,234,baseball,0.998567223548889,935.377380371093,341.661499023437,1031.66784667968,399.742736816406,baseball,0.5,944,1031,341.661499023437,398
198,235,baseball,0.999314188957214,944.156372070312,315.284423828125,1041.39208984375,369.401977539062,baseball,0.5,952,1035,319,369.401977539062
199,236,baseball,0.99917334318161,949.719604492187,266.81411743164,1045.76818847656,349.006072998046,baseball,0.5,954,1036,283,349.006072998046
200,237,baseball,0.999286472797393,943.284851074218,243.630325317382,1042.22192382812,326.651550292968,baseball,0.5,956,1030,252,326.651550292968
201,238,gun,0.990876495838165,954.3994140625,231.928833007812,1027.73364257812,324.065246582031,gun,0.5,954.3994140625,1025,231.928833007812,312
202,239,gun,0.998203992843627,947.71533203125,189.759216308593,1022.80883789062,291.027679443359,gun,0.5,950,1018,198,291.027679443359
203,240,gun,0.998594582080841,945.119201660156,169.438262939453,1009.43743896484,272.270355224609,gun,0.5,945.119201660156,1009,178,272.270355224609
204,241,gun,0.998559534549713,940.092529296875,159.851501464843,1002.26110839843,265.487030029296,gun,0.5,940.092529296875,992,161,257
205,242,gun,0.99819928407669,928.505187988281,134.932083129882,991.755310058593,248.37678527832,gun,0.5,928.505187988281,982,147,242
206,243,gun,0.996696591377258,915.813110351562,124.202865600585,980.513549804687,233.772598266601,gun,0.5,915.813110351562,971,135,233
207,244,gun,0.990530788898468,905.174987792968,116.341995239257,961.508605957031,239.017135620117,gun,0.5,905.174987792968,958,126,225
208,245,gun,0.948135733604431,882.082092285156,102.832214355468,955.157043457031,240.013671875,gun,0.5,886,941,119,216
209,246,baseball,0.215475708246231,874.16015625,103.797798156738,952.958618164062,248.516235351562,gun,0.5,874.16015625,924,112,209
210,247,gun,0.666132628917694,848.148803710937,98.1934204101562,925.015747070312,211.762176513671,gun,0.5,851,904,114,209
211,248,gun,0.578990042209625,839.063781738281,91.8878479003906,913.700500488281,215.89892578125,NA,0.5,0,0,0,0
212,250,gun,0.156109571456909,803.320129394531,120.940338134765,853.616149902343,212.255737304687,NA,0.5,0,0,0,0
213,253,horse,0.978780508041381,744.970092773437,96.7679138183593,806.492309570312,213.798095703125,NA,0.5,0,0,0,0
214,254,horse,0.992699325084686,724.257629394531,97.2504425048828,776.899719238281,195.449722290039,horse,0.5,724.257629394531,771,102,191
